135;215;147;224;land;false;plains;1
136;210;173;207;land;true;hills;1
137;72;245;190;land;false;forest;1
138;195;226;216;land;true;plains;1
139;170;153;187;land;false;plains;1
140;137;211;254;land;true;forest;1
141;190;231;183;land;false;plains;1
142;241;185;77;land;false;plains;1
143;217;233;241;land;false;plains;1
144;211;225;89;land;false;desert;1
145;115;228;217;land;false;plains;1
146;242;216;88;land;true;plains;1
147;224;126;184;land;true;plains;1
148;95;237;239;land;false;forest;1
149;241;220;245;land;false;hills;1
150;246;148;149;land;false;plains;1
151;218;123;236;land;false;desert;1
152;81;184;236;land;false;plains;1
153;234;253;233;land;false;forest;1
154;249;45;217;land;false;plains;1
155;156;230;207;land;false;desert;1
156;151;168;195;land;false;plains;1
157;209;77;224;land;false;forest;1
158;98;210;220;land;false;plains;1
159;247;234;250;land;false;mountain;1
160;181;134;223;land;false;forest;1
161;130;174;210;land;true;desert;1
162;178;223;118;land;false;plains;1
163;183;197;238;land;false;forest;1
164;215;197;151;land;false;desert;1
165;247;26;242;land;false;forest;1
166;127;199;248;land;false;plains;1
167;200;187;203;land;true;plains;1
168;236;199;107;land;false;plains;1
169;221;247;110;land;false;hills;1
170;186;222;156;land;false;plains;1
171;169;233;219;land;false;plains;1
172;148;144;240;land;false;plains;1
173;204;120;248;land;false;plains;1
174;117;230;198;land;false;hills;1
175;210;147;206;land;false;mountain;1
176;230;183;253;land;false;forest;1
177;227;182;212;land;false;desert;1
178;185;229;189;land;false;plains;1
179;227;206;236;land;false;plains;1
180;184;246;157;land;false;hills;1
181;205;212;135;land;false;marsh;1
182;243;176;144;land;true;plains;1
183;247;228;201;land;false;plains;1
184;222;59;239;land;true;plains;1
185;241;230;46;land;false;forest;1
186;241;185;107;land;false;plains;1
187;188;105;232;land;false;plains;1
188;203;232;159;land;false;plains;1
189;248;250;141;land;false;plains;1
190;249;93;161;land;true;plains;1
191;124;181;231;land;false;plains;1
192;123;174;246;land;false;plains;8
193;135;229;174;land;false;plains;1
194;147;214;216;land;false;desert;1
195;241;227;44;land;false;plains;1
196;230;170;201;land;true;plains;1
197;165;242;163;land;false;plains;1
198;243;143;184;land;false;plains;1
199;230;235;219;land;false;plains;1
200;102;176;238;land;true;plains;1
201;200;207;175;land;false;jungle;1
202;233;212;246;land;false;forest;1
203;251;120;132;land;false;plains;1
204;240;199;66;land;false;plains;1
205;185;237;245;land;true;plains;1
206;214;163;209;land;true;mountain;1
207;239;162;149;land;true;forest;1
208;189;244;71;land;false;plains;1
209;249;165;241;land;false;desert;1
210;193;182;181;land;false;forest;1
211;80;237;227;land;false;jungle;1
212;231;218;82;land;false;plains;1
213;193;222;243;land;false;marsh;1
214;203;254;243;land;false;mountain;1
215;193;201;209;land;true;forest;1
216;133;196;182;land;false;plains;1
217;72;233;222;land;false;mountain;1
218;203;223;123;land;false;plains;1
219;203;187;209;land;false;forest;1
220;188;195;230;land;false;plains;1
221;113;210;225;land;true;plains;1
222;203;112;225;land;false;desert;1
223;156;214;154;land;false;forest;1
224;150;243;206;land;false;forest;1
225;213;210;156;land;true;plains;1
226;216;199;174;land;false;plains;1
227;170;147;223;land;false;desert;1
228;225;128;165;land;false;desert;1
229;219;198;175;land;false;marsh;1
230;236;100;241;land;false;mountain;1
231;113;148;251;land;false;forest;1
232;185;253;64;land;false;plains;1
233;187;247;149;land;false;desert;1
234;236;171;158;land;false;plains;1
235;248;243;161;land;true;marsh;1
236;225;158;233;land;false;plains;1
237;251;216;47;land;false;desert;1
238;228;204;115;land;false;desert;1
239;211;250;53;land;false;hills;1
240;129;178;201;land;true;plains;1
241;137;163;217;land;false;forest;1
242;206;217;209;land;false;forest;1
243;133;189;222;land;false;plains;1
244;220;148;173;land;true;hills;1
245;222;182;174;land;false;plains;1
246;235;229;148;land;true;forest;1
247;236;56;214;land;false;plains;1
248;128;251;172;land;false;forest;1
249;156;146;247;land;false;plains;1
250;139;226;138;land;false;plains;1
251;96;234;238;land;false;forest;1
252;139;219;152;land;false;plains;1
253;215;223;159;land;true;plains;1
254;221;85;237;land;false;desert;1
255;249;180;135;land;true;plains;1
256;171;168;167;land;false;desert;1
257;198;227;162;land;true;plains;1
258;245;103;162;land;false;plains;1
259;109;241;222;land;true;plains;1
260;211;115;202;land;true;plains;1
261;183;247;247;land;false;plains;1
262;243;108;165;land;true;desert;1
263;223;148;130;land;false;plains;1
264;152;119;238;land;true;plains;1
265;177;246;167;land;false;plains;1
266;170;230;188;land;false;forest;1
267;188;144;225;land;false;marsh;1
268;148;192;168;land;false;desert;1
269;237;194;80;land;true;forest;1
270;58;244;206;land;false;desert;1
271;185;171;247;land;false;plains;1
272;225;185;216;land;false;marsh;1
273;242;206;229;land;false;plains;1
274;250;194;79;land;false;plains;1
275;178;236;94;land;false;plains;1
276;241;246;104;land;false;plains;1
277;135;233;158;land;false;forest;1
278;127;250;217;land;false;plains;1
279;135;217;240;land;false;desert;1
280;234;224;56;land;true;plains;1
281;176;238;234;land;false;desert;1
282;78;230;253;land;true;plains;1
283;133;202;190;land;false;plains;1
284;231;76;245;land;false;plains;1
285;107;149;253;land;false;plains;1
286;74;249;202;land;false;hills;1
287;206;223;221;land;false;plains;1
288;217;96;209;land;false;desert;1
289;181;209;245;land;true;plains;1
290;160;213;166;land;true;forest;1
291;159;198;187;land;false;mountain;1
292;163;228;175;land;false;plains;1
293;244;219;189;land;false;plains;1
294;159;184;234;land;false;desert;1
295;227;227;63;land;false;forest;1
296;14;248;243;land;false;plains;1
297;224;164;157;land;false;plains;1
298;144;190;230;land;false;desert;1
299;208;194;254;land;false;hills;1
300;195;170;229;land;false;forest;1
301;225;141;194;land;false;desert;1
302;232;213;143;land;true;jungle;1
303;113;244;223;land;false;hills;1
304;185;232;212;land;false;plains;1
305;239;106;211;land;true;plains;1
306;46;212;250;land;false;forest;1
307;42;215;249;land;false;plains;1
308;226;118;175;land;false;plains;1
309;159;249;231;land;false;plains;1
310;241;161;224;land;true;mountain;1
311;145;216;210;land;false;forest;1
312;239;212;52;land;false;plains;1
313;238;148;194;land;false;plains;1
314;178;245;239;land;false;desert;1
315;198;178;126;land;false;desert;1
316;192;112;242;land;true;plains;1
317;236;156;156;land;true;plains;1
318;254;101;237;land;false;plains;1
319;244;224;60;land;true;plains;1
320;190;155;232;land;true;desert;1
321;177;197;221;land;false;hills;1
322;204;247;176;land;false;plains;1
323;187;180;210;land;false;plains;1
324;142;186;245;land;false;desert;1
325;239;181;180;land;false;desert;1
326;239;190;110;land;true;desert;1
327;247;197;66;land;false;plains;1
328;196;223;111;land;false;mountain;1
329;192;78;240;land;true;plains;1
330;50;228;249;land;false;mountain;1
331;218;84;207;land;false;plains;1
332;123;241;145;land;false;forest;1
333;247;251;66;land;false;desert;1
334;191;217;151;land;false;plains;1
335;242;187;199;land;false;plains;1
336;232;86;233;land;true;plains;1
337;148;167;229;land;true;desert;1
338;100;189;216;land;false;plains;1
339;242;167;101;land;false;plains;1
340;122;238;162;land;false;plains;1
341;239;242;142;land;false;hills;1
342;183;224;95;land;false;forest;1
343;182;199;210;land;true;plains;1
344;239;243;209;land;false;plains;1
345;116;253;224;land;false;plains;1
346;145;183;193;land;true;plains;1
347;179;187;206;land;true;plains;1
348;249;226;176;land;true;plains;1
349;229;180;135;land;false;plains;1
350;142;253;106;land;false;forest;1
351;219;163;141;land;false;forest;1
352;216;188;233;land;false;desert;1
353;242;183;190;land;false;plains;1
354;234;236;168;land;false;plains;1
355;211;237;210;land;false;plains;1
356;223;245;142;land;true;plains;1
357;211;110;244;land;false;desert;1
358;198;162;241;land;false;hills;1
359;248;231;53;land;false;plains;1
360;148;252;114;land;false;forest;1
361;201;220;174;land;true;plains;1
362;252;147;217;land;false;plains;1
363;216;78;230;land;false;marsh;1
364;217;74;213;land;false;plains;1
365;211;47;250;land;false;plains;1
366;176;230;137;land;false;forest;1
367;223;137;149;land;true;plains;1
368;114;218;239;land;true;plains;1
369;169;243;102;land;true;marsh;1
370;238;128;153;land;false;plains;1
371;138;149;222;land;true;hills;1
372;223;225;98;land;true;desert;1
373;221;116;173;land;false;forest;1
374;139;215;164;land;false;hills;1
375;250;49;238;land;false;plains;1
376;163;213;148;land;false;plains;1
377;185;228;235;land;false;desert;1
378;225;183;136;land;false;forest;1
379;224;187;132;land;false;hills;1
380;221;61;230;land;false;forest;1
381;198;222;148;land;false;plains;1
382;193;225;128;land;false;plains;1
383;232;213;85;land;false;hills;1
384;248;158;206;land;false;mountain;1
385;238;231;240;land;false;hills;1
386;150;125;235;land;false;plains;1
387;244;207;148;land;false;forest;1
388;150;192;177;land;false;desert;1
389;85;225;224;land;false;plains;1
390;180;143;242;land;false;plains;1
391;175;120;253;land;false;plains;1
392;122;228;200;land;false;hills;1
393;208;66;237;land;false;plains;1
394;104;244;252;land;false;plains;1
395;200;203;155;land;false;plains;1
396;238;235;143;land;false;hills;1
397;246;201;215;land;false;plains;1
398;217;50;236;land;false;hills;1
399;251;118;245;land;false;desert;1
400;247;141;184;land;true;plains;1
401;218;113;187;land;true;plains;1
402;153;218;221;land;false;plains;1
403;240;56;219;land;false;plains;1
404;248;194;65;land;true;plains;1
405;252;247;148;land;false;marsh;1
406;249;217;47;land;false;jungle;1
407;228;80;243;land;false;desert;1
408;149;175;207;land;false;forest;1
409;134;220;169;land;true;jungle;1
410;198;182;181;land;false;forest;1
411;226;208;219;land;true;desert;1
412;193;155;212;land;false;desert;1
413;235;116;204;land;true;desert;1
414;186;233;104;land;false;plains;1
415;59;224;243;land;false;desert;1
416;239;228;247;land;false;plains;1
417;77;206;231;land;true;hills;1
418;122;173;253;land;false;plains;1
419;122;211;253;land;false;plains;1
420;120;227;207;land;false;plains;1
421;248;198;238;land;false;plains;1
422;248;186;155;land;false;plains;1
423;231;217;161;land;false;plains;1
424;182;203;246;land;false;desert;1
425;230;233;230;land;false;plains;1
426;55;229;245;land;true;plains;1
427;136;187;226;land;false;desert;1
428;142;206;243;land;true;plains;1
429;222;160;204;land;false;plains;1
430;234;108;214;land;true;jungle;1
431;56;237;251;land;true;desert;1
432;191;231;189;land;false;forest;1
433;193;173;177;land;false;plains;1
434;160;132;237;land;false;forest;1
435;196;240;203;land;false;desert;1
436;174;207;196;land;true;mountain;1
437;64;245;238;land;false;hills;1
438;167;237;226;land;false;desert;1
439;163;189;219;land;false;plains;1
440;234;118;186;land;false;plains;1
441;249;191;226;land;false;plains;1
442;225;241;151;land;false;forest;1
443;234;127;225;land;true;plains;1
444;125;203;242;land;false;plains;1
445;208;126;224;land;false;plains;1
446;163;207;211;land;false;plains;1
447;232;140;235;land;false;desert;1
448;185;174;237;land;false;desert;1
449;142;171;206;land;false;plains;1
450;132;219;187;land;false;plains;1
451;235;157;130;land;false;plains;1
452;82;223;208;land;false;desert;1
453;133;254;156;land;false;plains;1
454;223;214;235;land;false;hills;1
455;204;242;178;land;true;forest;1
456;179;158;246;land;false;plains;1
457;149;156;243;land;false;plains;1
458;30;228;252;land;false;forest;1
459;230;196;99;land;false;hills;1
460;236;158;199;land;true;plains;1
461;173;229;146;land;false;plains;1
462;230;218;245;land;false;hills;1
463;153;236;207;land;false;plains;1
464;216;248;173;land;false;jungle;1
465;165;203;171;land;false;plains;1
466;174;165;221;land;false;marsh;1
467;250;237;220;land;false;plains;1
468;243;151;199;land;true;plains;1
469;199;184;197;land;false;desert;1
470;247;227;107;land;false;desert;1
471;209;245;76;land;false;plains;1
472;246;71;189;land;false;desert;1
473;173;162;245;land;false;desert;1
474;194;227;148;land;true;plains;1
475;144;240;177;land;false;plains;1
476;147;227;143;land;false;desert;1
477;202;191;167;land;true;urban;1
478;156;197;254;land;false;desert;1
479;97;202;210;land;true;plains;1
480;148;211;143;land;false;plains;1
481;250;152;237;land;false;plains;1
482;248;130;219;land;true;plains;1
483;223;182;152;land;false;plains;1
484;126;239;235;land;false;desert;1
485;136;245;253;land;false;jungle;1
486;198;244;94;land;false;desert;1
487;208;232;237;land;true;plains;1
488;240;250;59;land;false;forest;1
489;160;137;219;land;false;plains;1
490;144;186;232;land;false;forest;1
491;178;238;184;land;false;hills;1
492;88;247;241;land;false;mountain;1
493;230;213;89;land;false;marsh;1
494;226;247;202;land;false;plains;1
495;90;176;250;land;false;plains;1
496;161;223;187;land;false;plains;1
497;94;218;189;land;false;plains;1
498;210;177;136;land;false;desert;1
499;227;125;253;land;false;plains;1
500;128;246;252;land;false;plains;1
501;231;70;250;land;false;plains;1
502;92;238;229;land;false;plains;1
503;181;208;180;land;false;forest;1
504;220;215;126;land;false;marsh;1
505;192;121;227;land;false;desert;1
506;179;233;229;land;true;plains;1
507;154;216;197;land;false;plains;1
508;231;119;253;land;false;forest;1
509;229;248;82;land;false;plains;1
510;216;176;231;land;false;forest;1
511;248;177;109;land;false;marsh;1
512;245;155;106;land;false;plains;1
513;154;247;173;land;false;forest;1
514;210;246;121;land;false;plains;1
515;178;214;113;land;false;plains;1
516;247;98;191;land;false;desert;1
517;60;238;226;land;false;desert;1
518;235;236;99;land;true;desert;1
519;130;229;216;land;false;desert;1
520;159;195;172;land;true;plains;1
521;161;197;159;land;false;desert;1
522;206;185;183;land;true;plains;1
523;106;249;232;land;false;desert;1
524;112;174;252;land;true;forest;1
525;103;229;245;land;false;hills;1
526;180;219;187;land;true;desert;1
527;151;189;252;land;false;forest;1
528;123;207;188;land;false;plains;1
529;74;215;217;land;false;plains;1
530;80;248;198;land;true;plains;1
531;233;92;200;land;false;plains;1
532;105;225;237;land;true;plains;1
533;234;181;132;land;false;desert;1
534;242;54;217;land;true;plains;1
535;250;89;179;land;false;plains;1
536;242;217;58;land;true;plains;1
537;209;166;173;land;true;plains;1
538;236;233;34;land;false;plains;1
539;242;199;133;land;false;plains;1
540;186;192;242;land;true;desert;1
541;193;248;250;land;true;plains;1
542;167;88;254;land;true;plains;1
543;248;226;193;land;false;plains;1
544;142;249;214;land;false;forest;1
545;160;183;175;land;false;plains;1
546;216;206;168;land;false;hills;1
547;101;202;241;land;true;plains;1
548;240;219;82;land;false;desert;1
549;145;242;246;land;false;desert;1
550;168;242;104;land;false;hills;1
551;224;168;169;land;false;plains;1
552;245;252;241;land;false;desert;1
553;131;227;164;land;false;plains;1
554;146;172;246;land;true;plains;1
555;227;145;251;land;true;plains;1
556;135;182;184;land;false;plains;1
557;211;214;158;land;false;hills;1
558;152;239;216;land;true;hills;1
559;203;226;253;land;true;plains;1
560;201;248;118;land;false;hills;1
561;205;133;195;land;false;plains;1
562;202;191;232;land;true;plains;1
563;122;242;240;land;false;plains;1
564;125;254;243;land;false;plains;1
565;170;230;247;land;false;plains;1
566;93;249;248;land;false;marsh;1
567;226;180;219;land;false;plains;1
568;181;237;169;land;true;mountain;1
569;178;242;234;land;false;plains;1
570;126;239;207;land;false;plains;1
571;245;216;238;land;false;desert;1
572;219;208;150;land;false;hills;1
573;148;198;176;land;true;desert;1
574;245;185;167;land;false;plains;1
575;203;156;193;land;false;plains;1
576;251;202;202;land;false;marsh;1
577;221;120;204;land;true;plains;1
578;244;100;181;land;true;plains;1
579;239;207;213;land;true;plains;1
580;180;192;152;land;true;desert;1
581;184;210;200;land;true;plains;1
582;144;247;119;land;false;plains;1
583;65;237;228;land;false;plains;1
584;117;162;242;land;false;forest;1
585;202;208;133;land;true;desert;1
586;205;218;101;land;false;plains;1
587;192;244;66;land;false;jungle;1
588;163;119;235;land;false;plains;1
589;228;221;191;land;false;marsh;1
590;235;192;99;land;false;jungle;1
591;231;148;183;land;true;desert;1
592;101;197;212;land;true;plains;1
593;148;235;234;land;false;desert;1
594;254;188;124;land;false;forest;1
595;170;161;192;land;false;plains;1
596;254;126;252;land;true;forest;1
597;238;199;128;land;false;plains;1
598;247;222;111;land;false;plains;1
599;103;221;196;land;true;plains;1
600;139;166;234;land;false;forest;1
601;244;213;63;land;false;plains;1
602;210;229;240;land;true;mountain;1
603;252;49;231;land;false;mountain;1
604;58;217;243;land;false;plains;1
605;168;167;225;land;false;desert;1
606;192;232;235;land;false;hills;1
607;219;254;180;land;true;plains;1
608;147;114;247;land;false;plains;1
609;58;223;249;land;false;forest;1
610;191;243;251;land;false;jungle;1
611;234;126;248;land;false;mountain;1
612;246;243;28;land;false;plains;1
613;240;186;170;land;false;plains;1
614;186;165;231;land;false;plains;1
615;183;234;191;land;false;desert;1
616;241;242;76;land;false;plains;1
617;243;178;102;land;false;plains;1
618;140;164;238;land;false;desert;1
619;238;147;247;land;false;forest;1
620;134;231;214;land;false;hills;1
621;231;202;89;land;true;plains;1
622;247;231;228;land;true;plains;1
623;253;183;202;land;false;desert;1
624;247;74;212;land;false;plains;1
625;169;230;129;land;true;plains;1
626;192;161;205;land;false;forest;1
627;238;80;201;land;false;plains;1
628;192;209;241;land;false;plains;1
629;254;88;218;land;false;plains;1
630;235;216;247;land;false;marsh;1
631;220;153;155;land;false;plains;1
632;120;241;168;land;false;mountain;1
633;64;218;251;land;false;plains;1
634;228;207;133;land;true;plains;1
635;207;193;126;land;false;desert;1
636;196;226;112;land;false;hills;1
637;163;222;203;land;false;hills;1
638;169;224;158;land;false;plains;1
639;192;125;247;land;true;hills;1
640;139;242;142;land;true;desert;1
641;167;206;207;land;false;jungle;1
642;253;98;230;land;false;desert;1
643;251;252;248;land;false;plains;1
644;178;229;138;land;true;marsh;1
645;230;135;252;land;false;desert;1
646;213;213;207;land;false;jungle;1
647;143;238;156;land;false;desert;1
648;218;208;216;land;false;marsh;1
649;244;191;163;land;false;forest;1
650;253;150;225;land;false;plains;1
651;181;132;188;land;true;hills;1
652;169;211;138;land;false;plains;1
653;159;132;241;land;false;desert;1
654;225;160;195;land;false;hills;1
655;212;240;188;land;false;plains;1
656;235;160;245;land;false;forest;1
657;177;153;194;land;false;forest;1
658;213;170;179;land;false;plains;1
659;233;182;203;land;false;plains;1
660;242;80;251;land;true;desert;1
661;196;178;238;land;false;forest;1
662;223;146;192;land;true;plains;1
663;103;233;243;land;false;desert;1
664;246;235;21;land;false;hills;1
665;212;180;124;land;false;forest;1
666;159;167;212;land;false;plains;1
667;223;163;193;land;false;plains;1
668;183;231;132;land;false;mountain;1
669;230;151;222;land;false;plains;1
670;57;220;241;land;true;plains;1
671;253;196;246;land;false;marsh;1
672;181;190;203;land;false;hills;1
673;243;185;162;land;false;plains;1
674;203;171;167;land;true;desert;1
675;233;191;214;land;false;plains;1
676;210;210;139;land;false;plains;1
677;57;233;231;land;false;desert;1
678;232;170;205;land;false;forest;1
679;162;135;213;land;false;forest;1
680;105;215;218;land;false;hills;1
681;74;238;225;land;false;plains;1
682;141;158;203;land;false;plains;1
683;167;219;223;land;true;marsh;1
684;245;245;239;land;false;plains;1
685;159;180;212;land;false;plains;1
686;111;236;183;land;false;forest;1
687;183;216;229;land;false;forest;1
688;225;103;206;land;false;forest;1
689;128;229;194;land;false;plains;1
690;223;230;67;land;false;hills;1
691;214;124;220;land;true;plains;1
692;185;254;125;land;false;plains;1
693;197;210;220;land;false;plains;1
694;236;160;109;land;false;jungle;1
695;130;210;183;land;false;plains;1
696;208;248;146;land;false;forest;1
697;128;191;234;land;false;plains;1
698;253;197;182;land;false;forest;1
699;184;161;191;land;false;plains;1
700;151;222;173;land;false;desert;1
701;156;228;209;land;false;desert;1
702;197;198;183;land;false;plains;1
703;238;201;77;land;false;plains;1
704;193;250;80;land;true;plains;1
705;127;227;243;land;false;desert;1
706;81;226;202;land;false;forest;1
707;203;113;237;land;false;hills;1
708;190;80;236;land;false;plains;1
709;180;123;225;land;false;plains;1
710;237;154;168;land;false;plains;1
711;207;242;121;land;false;plains;1
712;245;243;218;land;false;plains;1
713;101;202;239;land;true;plains;1
714;211;233;249;land;false;plains;1
715;223;147;140;land;false;forest;1
716;164;105;242;land;false;plains;1
717;156;212;196;land;false;plains;1
718;232;146;171;land;false;plains;1
719;183;99;235;land;true;plains;1
720;124;203;223;land;false;plains;1
721;248;217;253;land;false;plains;1
722;243;209;236;land;false;plains;1
723;199;160;163;land;false;desert;1
724;201;247;99;land;false;hills;1
725;224;219;139;land;false;plains;1
726;196;158;209;land;false;plains;1
727;162;175;172;land;false;desert;1
728;199;167;253;land;true;plains;1
729;197;202;197;land;true;desert;1
730;135;147;236;land;false;desert;1
731;226;150;225;land;true;plains;1
732;145;247;125;land;false;hills;1
733;233;208;61;land;false;hills;1
734;83;252;219;land;false;plains;1
735;227;230;171;land;true;plains;1
736;191;239;215;land;false;plains;1
737;125;242;148;land;false;plains;1
738;131;244;141;land;false;plains;1
739;179;226;96;land;false;forest;1
740;220;232;125;land;true;desert;1
741;169;195;242;land;false;plains;1
742;152;119;236;land;false;forest;1
743;180;206;216;land;true;plains;1
744;116;199;208;land;false;plains;1
745;176;122;216;land;true;plains;1
746;244;82;175;land;false;plains;1
747;248;206;73;land;false;plains;1
748;60;239;237;land;false;plains;1
749;133;232;191;land;false;plains;1
750;199;236;122;land;true;plains;1
751;236;204;86;land;false;plains;1
752;198;213;243;land;false;forest;1
753;237;135;233;land;false;hills;1
754;247;252;95;land;false;forest;1
755;122;252;200;land;false;marsh;1
756;246;220;127;land;false;desert;1
757;237;170;189;land;false;marsh;1
758;171;252;166;land;true;plains;1
759;226;236;64;land;false;plains;1
760;109;149;253;land;false;forest;1
761;254;129;144;land;false;forest;1
762;250;25;242;land;false;forest;1
763;249;100;159;land;true;plains;1
764;95;250;190;land;false;plains;1
765;232;214;153;land;false;desert;1
766;211;198;130;land;true;hills;1
767;210;243;204;land;false;hills;1
768;222;135;151;land;false;plains;1
769;218;203;165;land;false;desert;1
770;146;171;222;land;false;jungle;1
771;138;189;200;land;false;plains;1
772;231;199;209;land;false;plains;1
773;154;132;251;land;false;forest;1
774;170;203;205;land;false;plains;1
775;201;115;248;land;false;jungle;1
776;195;219;137;land;true;plains;1
777;173;145;242;land;true;plains;1
778;209;109;193;land;false;desert;1
779;169;219;140;land;true;plains;1
780;235;166;184;land;false;plains;1
781;127;203;200;land;false;plains;1
782;231;27;251;land;false;hills;1
783;253;59;191;land;false;desert;1
784;246;63;202;land;false;plains;1
785;71;231;206;land;false;forest;1
786;179;196;242;land;false;plains;1
787;189;169;150;land;false;desert;1
788;84;247;228;land;false;desert;1
789;156;115;249;land;false;hills;1
790;109;206;188;land;true;desert;1
791;141;213;181;land;false;plains;1
792;250;254;226;land;false;plains;1
793;79;238;237;land;false;marsh;1
794;96;254;245;land;false;forest;1
795;154;231;163;land;false;plains;1
796;218;162;215;land;false;plains;1
797;212;126;222;land;false;desert;1
798;242;139;240;land;false;hills;1
799;238;19;249;land;false;forest;1
800;220;83;251;land;true;plains;1
801;211;158;213;land;false;plains;1
802;143;180;226;land;false;plains;1
803;160;247;158;land;false;desert;1
804;227;221;237;land;false;jungle;1
805;50;229;253;land;false;plains;1
806;186;225;98;land;false;plains;1
807;188;236;213;land;false;plains;1
808;250;71;197;land;true;desert;1
809;213;145;210;land;false;desert;1
810;68;253;254;land;true;hills;1
811;193;173;217;land;false;mountain;1
812;129;149;224;land;false;plains;1
813;199;209;143;land;false;forest;1
814;241;163;121;land;true;desert;1
815;140;254;151;land;false;plains;1
816;226;232;75;land;false;plains;1
817;212;98;202;land;false;forest;1
818;134;229;172;land;false;plains;1
