408;bunker;3613.00;10.30;833.00;1.83;0
408;bunker;3631.00;9.50;859.00;4.50;0
408;bunker;3658.00;10.23;858.00;2.34;0
408;bunker;3664.00;10.53;880.00;3.55;0
408;bunker;3573.00;9.75;843.00;0.28;0
408;bunker;3543.00;10.40;818.00;2.95;0
408;bunker;3659.00;9.65;903.00;5.61;0
408;bunker;3628.00;10.00;903.00;1.99;0
408;bunker;3666.00;9.70;865.00;5.01;0
408;bunker;3593.00;10.40;832.00;6.22;0
408;bunker;3629.00;10.60;887.00;4.06;0
408;bunker;3622.00;10.73;890.00;0.79;0
408;bunker;3596.00;13.40;814.00;3.46;0
408;bunker;3551.00;10.40;842.00;6.12;0
408;bunker;3585.00;10.50;820.00;2.51;0
408;bunker;3611.00;11.43;861.00;5.52;0
408;bunker;3656.00;10.12;887.00;0.45;0
408;bunker;3520.00;10.20;829.00;4.57;0
408;bunker;3649.00;10.40;840.00;0.95;0
408;bunker;3681.00;9.70;867.00;2.51;0
408;anti_air_building;3636.00;10.20;890.00;5.18;0
408;anti_air_building;3545.00;10.45;808.00;3.02;0
408;anti_air_building;3644.00;9.98;883.00;5.68;0
408;synthetic_refinery;3666.00;9.50;854.00;0.96;0
408;fuel_silo;3571.00;10.28;820.00;5.08;0
408;radar_station;3601.00;13.23;861.00;5.94;0
408;rocket_site;3629.00;10.32;841.00;4.13;0
408;nuclear_reactor;3593.00;10.28;842.00;5.69;0
