63;3186.00;10.10;724.00;big
64;2528.00;10.23;1534.00;big
64;2631.00;10.45;1552.00;big
65;2384.00;10.20;1619.00;big
65;2412.00;9.65;1476.00;big
66;3091.00;9.50;1749.00;big
66;3135.00;9.50;1782.00;big
67;2101.00;10.40;580.00;big
67;2139.00;10.60;512.00;big
68;3543.00;10.65;44.00;big
68;3498.00;10.80;21.00;big
69;3445.00;10.60;81.00;big
69;3358.00;10.03;38.00;big
70;3538.00;11.95;218.00;big
70;3440.00;10.50;159.00;big
71;3619.00;10.43;117.00;big
71;3634.00;10.78;36.00;big
72;3769.00;9.65;112.00;big
72;3765.00;10.10;39.00;big
73;3802.00;10.35;184.00;big
73;3716.00;9.75;215.00;big
74;3703.00;9.62;301.00;big
74;3757.00;10.40;298.00;big
75;3808.00;10.28;284.00;big
75;3808.00;10.43;378.00;big
76;3714.00;9.50;428.00;big
76;3790.00;9.60;480.00;big
77;2216.00;9.70;1013.00;big
77;2206.00;10.93;977.00;big
78;2336.00;9.70;191.00;big
78;2262.00;10.00;196.00;big
79;2423.00;9.70;212.00;big
79;2462.00;11.65;322.00;big
80;2419.00;9.90;523.00;big
80;2395.00;10.32;455.00;big
81;2387.00;9.55;378.00;big
81;2362.00;9.50;299.00;big
82;2281.00;10.50;388.00;big
82;2294.00;10.60;285.00;big
83;2058.00;9.85;480.00;big
83;2166.00;10.10;426.00;big
84;2238.00;9.80;487.00;big
84;2249.00;12.20;432.00;big
85;2332.00;10.25;528.00;big
85;2346.00;10.20;619.00;big
86;2203.00;9.73;561.00;big
86;2204.00;10.55;621.00;big
87;2890.00;9.50;845.00;big
87;2830.00;9.50;876.00;big
88;2552.00;9.50;1079.00;big
88;2538.00;9.50;1123.00;big
89;3716.00;9.50;681.00;big
89;3695.00;9.50;740.00;big
90;2627.00;9.50;316.00;big
90;2563.00;9.50;335.00;big
91;2708.00;9.50;685.00;big
91;2711.00;9.50;749.00;big
92;2643.00;9.50;950.00;big
92;2627.00;9.50;966.00;big
93;3382.00;9.50;592.00;big
93;3341.00;9.50;566.00;big
94;3340.00;9.50;61.00;big
94;3380.00;9.50;94.00;big
95;2535.00;10.15;1056.00;big
95;2505.00;9.60;1109.00;big
96;2999.00;9.50;870.00;big
96;3030.00;9.50;850.00;big
97;2113.00;9.50;708.00;big
97;2170.00;10.20;788.00;big
98;1809.00;9.75;1296.00;big
98;1839.00;10.43;1411.00;big
99;3003.00;9.50;1032.00;big
99;3028.00;9.50;1040.00;big
100;3401.00;9.50;1444.00;big
100;3439.00;9.50;1479.00;big
101;2125.00;9.50;320.00;big
101;2080.00;9.50;314.00;big
102;2248.00;9.50;762.00;big
102;2250.00;13.10;651.00;big
103;2339.00;10.48;1051.00;big
103;2373.00;9.75;1085.00;big
104;3128.00;9.70;395.00;big
104;3119.00;10.60;523.00;big
105;3085.00;10.35;625.00;big
105;3046.00;9.88;575.00;big
106;2971.00;9.57;593.00;big
106;2899.00;9.85;594.00;big
107;2821.00;9.53;592.00;big
107;2877.00;9.75;645.00;big
108;2414.00;10.88;1065.00;big
108;2398.00;10.28;1005.00;big
109;3135.00;9.50;292.00;big
109;3253.00;10.23;297.00;big
110;2233.00;9.73;24.00;big
110;2353.00;9.68;33.00;big
111;3327.00;10.38;604.00;big
111;3255.00;11.10;607.00;big
112;3413.00;9.75;603.00;big
112;3406.00;9.95;558.00;big
113;3497.00;11.43;553.00;big
113;3460.00;12.38;587.00;big
114;3384.00;11.05;1092.00;big
114;3387.00;11.38;1196.00;big
115;3447.00;9.95;1371.00;big
115;3376.00;9.80;1293.00;big
116;2423.00;12.88;1124.00;big
116;2492.00;10.23;1182.00;big
117;1883.00;10.10;1590.00;big
117;1841.00;9.78;1683.00;big
118;1902.00;10.57;1434.00;big
118;1966.00;10.43;1547.00;big
119;3527.00;10.55;642.00;big
119;3462.00;9.57;639.00;big
120;3651.00;9.65;659.00;big
120;3609.00;10.00;758.00;big
121;3577.00;10.18;859.00;big
121;3653.00;9.95;897.00;big
122;3505.00;11.20;950.00;big
122;3459.00;10.70;1029.00;big
123;3045.00;9.82;444.00;big
123;2996.00;10.88;509.00;big
124;3788.00;11.65;882.00;big
124;3741.00;9.50;945.00;big
125;2987.00;14.75;393.00;big
125;3049.00;9.50;320.00;big
126;3299.00;10.32;679.00;big
126;3316.00;13.62;806.00;big
127;2515.00;9.50;1000.00;big
127;2455.00;10.80;1031.00;big
128;3300.00;10.20;1026.00;big
128;3404.00;9.73;954.00;big
129;3160.00;10.00;998.00;big
129;3093.00;10.12;894.00;big
130;2555.00;12.12;870.00;big
130;2655.00;9.98;919.00;big
131;2801.00;9.50;802.00;big
131;2686.00;10.20;813.00;big
132;2632.00;9.80;699.00;big
132;2609.00;11.68;640.00;big
133;2508.00;11.32;629.00;big
133;2549.00;9.98;673.00;big
134;3814.00;11.98;1256.00;big
134;3777.00;9.62;1174.00;big
135;3567.00;9.50;1112.00;big
135;3502.00;9.50;1070.00;big
136;3606.00;10.78;1053.00;big
136;3565.00;9.65;1011.00;big
137;3653.00;9.50;1133.00;big
137;3695.00;12.78;1196.00;big
138;3703.00;10.40;1042.00;big
138;3636.00;9.65;982.00;big
139;3812.00;10.12;1093.00;big
139;3756.00;10.85;1089.00;big
140;3230.00;9.50;512.00;big
140;3276.00;9.82;433.00;big
141;3463.00;9.50;732.00;big
141;3353.00;9.50;674.00;big
142;2246.00;9.50;539.00;big
142;2240.00;9.50;593.00;big
143;3304.00;10.20;187.00;big
143;3375.00;9.50;276.00;big
144;2574.00;9.90;767.00;big
144;2482.00;12.82;746.00;big
145;2566.00;9.50;998.00;big
145;2689.00;9.50;1065.00;big
146;2144.00;11.60;1621.00;big
146;2249.00;10.00;1592.00;big
147;2227.00;10.82;1770.00;big
147;2271.00;10.62;1682.00;big
148;2688.00;10.30;549.00;big
148;2537.00;9.50;485.00;big
149;2863.00;9.50;532.00;big
149;2938.00;9.50;487.00;big
150;2869.00;9.50;439.00;big
150;2746.00;9.50;410.00;big
151;2849.00;11.43;315.00;big
151;2915.00;9.95;376.00;big
152;1952.00;9.50;939.00;big
152;1930.00;9.50;908.00;big
153;2441.00;9.50;627.00;big
153;2377.00;9.50;715.00;big
154;3746.00;9.50;585.00;big
154;3797.00;9.95;535.00;big
155;3626.00;9.50;575.00;big
155;3551.00;9.50;509.00;big
156;2353.00;9.50;829.00;big
156;2451.00;9.50;902.00;big
157;2262.00;9.50;931.00;big
157;2340.00;9.50;981.00;big
158;2148.00;9.78;1228.00;big
158;2102.00;9.80;1171.00;big
159;2004.00;10.68;1019.00;big
159;1953.00;9.70;968.00;big
160;2128.00;9.90;1006.00;big
160;2112.00;10.82;1101.00;big
161;2216.00;9.80;1109.00;big
161;2241.00;10.40;1060.00;big
162;2167.00;9.50;1254.00;big
162;2107.00;9.50;1293.00;big
163;2859.00;12.40;1601.00;big
163;2769.00;9.98;1548.00;big
164;2835.00;10.25;1431.00;big
164;2935.00;10.15;1423.00;big
165;3055.00;9.75;1372.00;big
165;3218.00;10.38;1355.00;big
166;2951.00;9.88;883.00;big
166;2973.00;10.00;986.00;big
167;2830.00;9.50;746.00;big
167;2794.00;9.50;671.00;big
168;2969.00;9.50;706.00;big
168;3080.00;9.50;748.00;big
169;3239.00;9.50;902.00;big
169;3177.00;9.50;811.00;big
170;2822.00;9.85;1033.00;big
170;2801.00;9.65;1013.00;big
171;3497.00;9.50;1715.00;big
171;3455.00;9.50;1813.00;big
172;3263.00;9.50;1910.00;big
172;3391.00;9.50;1868.00;big
173;3013.00;9.50;2010.00;big
173;3041.00;9.50;1942.00;big
174;3123.00;9.50;1904.00;big
174;3069.00;9.50;1822.00;big
175;2979.00;9.50;1770.00;big
175;3017.00;9.50;1767.00;big
176;2771.00;9.50;1785.00;big
176;2748.00;9.50;1753.00;big
177;2778.00;9.50;1803.00;big
177;2821.00;9.50;1830.00;big
178;2736.00;9.50;1668.00;big
178;2768.00;9.50;1679.00;big
179;2898.00;9.50;1776.00;big
179;2826.00;9.50;1722.00;big
180;3082.00;9.50;2036.00;big
180;3102.00;9.50;2031.00;big
181;2912.00;9.50;2021.00;big
181;2813.00;9.95;1954.00;big
182;3577.00;14.07;1867.00;big
182;3550.00;9.65;1762.00;big
183;2555.00;9.50;2029.00;big
183;2592.00;9.50;1881.00;big
184;3589.00;9.50;2005.00;big
184;3615.00;9.50;2031.00;big
185;3720.00;9.50;1981.00;big
185;3822.00;9.50;1974.00;big
186;3773.00;10.85;1667.00;big
186;3733.00;9.50;1844.00;big
187;3590.00;9.50;1692.00;big
187;3550.00;9.50;1685.00;big
188;3556.00;9.50;1629.00;big
188;3511.00;9.50;1643.00;big
189;3675.00;9.50;1615.00;big
189;3625.00;9.50;1616.00;big
190;3581.00;9.50;1475.00;big
190;3754.00;9.50;1494.00;big
191;3487.00;9.50;1580.00;big
191;3492.00;9.50;1522.00;big
192;3510.00;9.50;1329.00;big
192;3545.00;12.20;1331.00;big
193;3453.00;9.50;1218.00;big
193;3479.00;10.82;1231.00;big
194;3504.00;9.50;1137.00;big
194;3479.00;9.50;1119.00;big
195;3769.00;9.50;1311.00;big
195;3610.00;9.50;1290.00;big
196;3723.00;9.50;1235.00;big
196;3777.00;9.50;1246.00;big
197;3357.00;9.90;2012.00;big
197;3518.00;10.20;1990.00;big
198;3100.00;9.62;1994.00;big
198;3200.00;9.50;1982.00;big
199;3632.00;10.85;1698.00;big
199;3698.00;10.50;1633.00;big
200;2915.00;9.80;1923.00;big
200;2942.00;9.62;1990.00;big
201;2896.00;10.45;1857.00;big
201;2862.00;9.50;1865.00;big
202;3017.00;9.80;1880.00;big
202;2947.00;9.50;1816.00;big
203;3005.00;9.50;1719.00;big
203;3066.00;10.03;1736.00;big
204;3378.00;10.28;1632.00;big
204;3473.00;9.93;1611.00;big
205;3167.00;11.43;1721.00;big
205;3212.00;9.70;1799.00;big
206;3289.00;9.78;1729.00;big
206;3372.00;9.65;1747.00;big
207;3365.00;12.73;1502.00;big
207;3418.00;10.68;1510.00;big
208;3348.00;11.60;1430.00;big
208;3265.00;10.07;1468.00;big
209;3273.00;10.85;1538.00;big
209;3309.00;9.80;1573.00;big
210;3212.00;9.57;1578.00;big
210;3128.00;9.50;1632.00;big
211;2954.00;10.10;1657.00;big
211;2962.00;10.03;1594.00;big
212;3057.00;13.68;1489.00;big
212;3004.00;13.12;1536.00;big
213;3151.00;10.68;1477.00;big
213;3093.00;10.18;1554.00;big
214;2731.00;12.68;1706.00;big
214;2674.00;10.20;1652.00;big
215;2819.00;9.88;1783.00;big
215;2778.00;9.68;1764.00;big
216;2603.00;10.93;1660.00;big
216;2640.00;10.40;1740.00;big
217;2692.00;10.05;1803.00;big
217;2736.00;13.15;1816.00;big
218;2778.00;9.95;1880.00;big
218;2681.00;9.60;1906.00;big
219;2738.00;12.57;2031.00;big
219;2654.00;9.50;1995.00;big
220;2938.00;9.93;1135.00;big
220;3044.00;9.70;1243.00;big
221;2836.00;9.80;1284.00;big
221;2717.00;10.57;1223.00;big
222;2735.00;9.55;1034.00;big
222;2805.00;10.43;1112.00;big
223;2791.00;10.57;916.00;big
223;2866.00;11.43;969.00;big
224;1911.00;10.45;1801.00;big
224;1833.00;9.65;1807.00;big
225;1939.00;10.05;1718.00;big
225;2031.00;10.10;1698.00;big
226;2393.00;12.65;1888.00;big
226;2355.00;9.70;1964.00;big
227;2501.00;10.40;1936.00;big
227;2425.00;11.98;2016.00;big
228;2112.00;11.25;1973.00;big
228;1981.00;9.85;1997.00;big
229;2000.00;11.75;1872.00;big
229;1863.00;9.88;1935.00;big
230;1863.00;10.78;2027.00;big
230;1809.00;10.45;2020.00;big
231;2619.00;10.30;1292.00;big
231;2511.00;10.78;1369.00;big
232;2745.00;9.50;1376.00;big
232;2677.00;9.50;1472.00;big
233;2206.00;9.50;1485.00;big
233;2269.00;9.50;1325.00;big
234;2375.00;11.62;1219.00;big
234;2247.00;9.73;1216.00;big
235;3237.00;9.50;1120.00;big
235;3261.00;9.50;1263.00;big
236;3072.00;9.50;1062.00;big
236;3110.00;9.50;1219.00;big
237;2499.00;9.50;1726.00;big
237;2366.00;9.50;1775.00;big
238;2163.00;10.10;1840.00;big
238;2044.00;9.50;1784.00;big
239;2302.00;9.50;1945.00;big
239;2200.00;9.50;1956.00;big
240;2049.00;10.20;1260.00;big
240;2026.00;9.50;1187.00;big
241;3149.00;9.50;674.00;big
241;3131.00;9.50;664.00;big
242;1876.00;9.50;1060.00;big
242;1948.00;9.50;1132.00;big
243;1827.00;9.50;932.00;big
243;1865.00;9.50;831.00;big
244;1883.00;9.50;623.00;big
244;1851.00;9.50;713.00;big
